Time,Temperature°C,Humidity%
2021-06-21 07:57:53,33.8,26.0
Average Hour 7,33.43333333333334,26.28333333333333
2021-06-21 08:07:53,33.8,25.5
2021-06-21 08:17:53,33.9,25.5
2021-06-21 08:27:53,33.9,25.5
2021-06-21 08:37:53,33.8,25.5
2021-06-21 08:47:53,33.8,25.5
2021-06-21 08:57:53,33.8,25.5
Average Hour 8,33.833333333333336,25.5
2021-06-21 09:07:53,33.7,25.5
2021-06-21 09:17:53,33.7,25.5
2021-06-21 09:27:53,33.7,25.5
2021-06-21 09:37:53,33.6,26.1
2021-06-21 09:47:53,33.6,25.5
2021-06-21 09:57:53,33.6,25.5
Average Hour 9,33.65,25.599999999999998
2021-06-21 10:07:53,33.6,25.5
2021-06-21 10:17:53,33.6,26.1
2021-06-21 10:27:53,33.6,26.0
2021-06-21 10:37:53,33.6,26.1
2021-06-21 10:47:53,33.6,26.1
2021-06-21 10:57:53,33.7,25.5
Average Hour 10,33.61666666666667,25.88333333333333
2021-06-21 11:07:53,33.7,25.5
2021-06-21 11:17:53,33.8,25.5
2021-06-21 11:27:53,33.8,25.5
2021-06-21 11:37:53,33.9,25.5
2021-06-21 11:47:53,33.9,24.9
2021-06-21 11:57:53,34.0,24.9
Average Hour 11,33.85,25.3
2021-06-21 12:07:53,34.0,24.9
2021-06-21 12:17:53,34.1,24.9
2021-06-21 12:27:53,34.1,24.9
2021-06-21 12:37:53,34.2,24.9
2021-06-21 12:47:53,34.2,24.9
2021-06-21 12:57:53,34.3,24.9
Average Hour 12,34.15,24.900000000000002
2021-06-21 13:07:53,34.4,24.9
2021-06-21 13:17:53,34.4,24.9
2021-06-21 13:27:53,34.5,24.9
2021-06-21 13:37:53,34.5,24.9
2021-06-21 13:47:53,34.6,24.9
2021-06-21 13:57:53,34.6,24.9
Average Hour 13,34.5,24.900000000000002
2021-06-21 14:07:53,34.7,25.0
2021-06-21 14:17:53,34.7,25.0
2021-06-21 14:27:53,34.8,24.4
2021-06-21 14:37:53,34.8,24.4
2021-06-21 14:47:53,34.9,24.4
2021-06-21 14:57:53,34.9,24.4
Average Hour 14,34.800000000000004,24.600000000000005
2021-06-21 15:07:53,35.0,24.4
2021-06-21 15:17:53,35.0,23.8
2021-06-21 15:27:53,35.0,23.8
2021-06-21 15:37:53,35.0,23.8
2021-06-21 15:47:53,35.1,23.8
2021-06-21 15:57:53,35.1,23.8
Average Hour 15,35.03333333333333,23.900000000000002
2021-06-21 16:07:53,35.1,23.8
2021-06-21 16:17:53,35.1,23.8
2021-06-21 16:27:53,35.2,23.8
2021-06-21 16:37:53,35.2,23.8
2021-06-21 16:47:53,35.2,23.8
2021-06-21 16:57:53,35.2,23.8
Average Hour 16,35.166666666666664,23.8
2021-06-21 17:07:53,35.2,23.8
2021-06-21 17:17:53,35.2,23.8
2021-06-21 17:27:53,35.2,23.8
2021-06-21 17:37:53,35.1,23.8
2021-06-21 17:47:53,35.1,23.8
2021-06-21 17:57:53,35.1,23.8
Average Hour 17,35.15,23.8
2021-06-21 18:07:53,35.1,23.8
2021-06-21 18:17:53,35.1,23.8
2021-06-21 18:27:53,35.0,23.8
2021-06-21 18:37:53,35.0,23.8
2021-06-21 18:47:53,35.0,23.8
2021-06-21 18:57:53,35.0,23.8
Average Hour 18,35.03333333333333,23.8
2021-06-21 19:07:53,34.9,23.8
2021-06-21 19:17:53,34.9,23.8
2021-06-21 19:27:53,34.8,24.4
2021-06-21 19:37:53,34.8,23.8
2021-06-21 19:47:53,34.8,23.8
2021-06-21 19:57:53,34.7,24.3
Average Hour 19,34.81666666666666,23.983333333333334
2021-06-21 20:07:53,34.6,24.9
2021-06-21 20:17:53,34.4,24.3
2021-06-21 20:27:53,34.3,24.9
2021-06-21 20:37:53,34.3,24.9
2021-06-21 20:47:53,34.2,24.9
2021-06-21 20:57:53,34.2,24.9
Average Hour 20,34.333333333333336,24.8
2021-06-21 21:07:53,34.1,24.9
2021-06-21 21:17:53,34.1,24.9
2021-06-21 21:27:53,34.1,24.9
2021-06-21 21:37:53,34.0,24.9
2021-06-21 21:47:53,34.0,24.9
2021-06-21 21:57:53,33.9,24.9
Average Hour 21,34.03333333333334,24.900000000000002
2021-06-21 22:07:53,33.9,24.9
2021-06-21 22:17:53,33.8,24.9
2021-06-21 22:27:53,33.8,25.5
2021-06-21 22:37:53,33.7,25.5
2021-06-21 22:47:53,33.7,26.1
2021-06-21 22:57:53,33.6,26.0
Average Hour 22,33.74999999999999,25.483333333333334
2021-06-21 23:07:53,33.6,26.0
2021-06-21 23:17:53,33.5,26.0
2021-06-21 23:27:53,33.5,26.0
2021-06-21 23:37:53,33.4,26.0
2021-06-21 23:47:53,33.4,26.0
2021-06-21 23:57:53,33.3,26.6
Average Hour 23,33.449999999999996,26.099999999999998
2021-06-22 00:07:53,33.3,26.6
2021-06-22 00:17:53,33.3,27.2
2021-06-22 00:27:53,33.2,27.2
2021-06-22 00:37:53,33.2,27.2
2021-06-22 00:47:53,33.2,27.2
2021-06-22 00:57:53,33.2,27.2
Average Hour 0,33.23333333333333,27.099999999999998
2021-06-22 01:07:53,33.1,27.2
2021-06-22 01:17:53,33.1,27.2
2021-06-22 01:27:53,33.0,27.2
2021-06-22 01:37:53,33.0,27.2
2021-06-22 01:47:53,33.0,27.8
2021-06-22 01:57:53,33.0,27.2
Average Hour 1,33.03333333333333,27.299999999999997
2021-06-22 02:07:53,33.0,27.8
2021-06-22 02:17:53,32.9,27.7
2021-06-22 02:27:53,32.9,27.7
2021-06-22 02:37:53,32.9,28.3
2021-06-22 02:47:53,32.8,27.7
2021-06-22 02:57:53,32.8,28.3
Average Hour 2,32.88333333333333,27.916666666666668
2021-06-22 03:07:53,32.7,28.3
2021-06-22 03:17:53,32.7,28.3
2021-06-22 03:27:53,32.6,28.3
2021-06-22 03:37:53,32.6,28.3
2021-06-22 03:47:53,32.6,28.3
2021-06-22 03:57:53,32.5,28.3
Average Hour 3,32.61666666666667,28.3
2021-06-22 04:07:53,32.5,28.3
2021-06-22 04:17:53,32.4,28.3
2021-06-22 04:27:53,32.4,28.3
2021-06-22 04:37:53,32.3,28.3
2021-06-22 04:47:53,32.3,28.3
2021-06-22 04:57:53,32.2,27.7
Average Hour 4,32.35,28.2
2021-06-22 05:07:53,32.2,28.3
2021-06-22 05:17:53,32.2,28.3
2021-06-22 05:27:53,32.1,28.3
2021-06-22 05:37:53,32.1,27.7
2021-06-22 05:47:53,32.0,28.3
2021-06-22 05:57:53,32.0,28.3
Average Hour 5,32.1,28.200000000000003
2021-06-22 06:07:53,32.1,27.7
2021-06-22 06:17:53,32.1,27.7
2021-06-22 06:27:53,32.2,27.7
2021-06-22 06:37:53,32.5,27.1
2021-06-22 06:47:53,32.9,27.1
2021-06-22 06:57:53,33.1,26.6
Average Hour 6,32.483333333333334,27.316666666666663
2021-06-22 07:07:53,33.6,26.0
2021-06-22 07:17:53,33.9,26.0
2021-06-22 07:27:53,34.1,26.1
2021-06-22 07:37:53,34.2,24.9
2021-06-22 07:47:53,34.3,24.9
2021-06-22 07:57:53,34.4,24.9
Average Hour 7,34.083333333333336,25.46666666666667
2021-06-22 08:07:53,34.3,24.9
2021-06-22 08:17:53,34.3,24.9
2021-06-22 08:27:53,34.3,24.9
2021-06-22 08:37:53,34.3,24.9
2021-06-22 08:47:53,34.2,24.9
2021-06-22 08:57:53,34.1,24.9
Average Hour 8,34.24999999999999,24.900000000000002
2021-06-22 09:07:53,34.1,24.9
2021-06-22 09:17:53,34.1,24.9
2021-06-22 09:27:53,34.0,24.9
2021-06-22 09:37:53,34.0,24.9
2021-06-22 09:47:53,33.9,24.9
2021-06-22 09:57:53,33.9,24.9
Average Hour 9,34.0,24.900000000000002
2021-06-22 10:07:53,33.9,24.9
2021-06-22 10:17:53,33.9,24.9
2021-06-22 10:27:53,33.9,24.9
2021-06-22 10:37:53,33.9,24.9
2021-06-22 10:47:53,33.9,24.9
2021-06-22 10:57:53,34.0,24.9
Average Hour 10,33.916666666666664,24.900000000000002
2021-06-22 11:07:53,34.0,24.9
2021-06-22 11:17:53,34.1,24.9
2021-06-22 11:27:53,34.1,24.9
2021-06-22 11:37:53,34.2,24.9
2021-06-22 11:47:53,34.2,24.9
2021-06-22 11:57:53,34.3,24.3
Average Hour 11,34.15,24.8
2021-06-22 12:07:53,34.3,23.7
2021-06-22 12:17:53,34.4,23.7
2021-06-22 12:27:53,34.5,23.7
2021-06-22 12:37:53,34.5,23.7
2021-06-22 12:47:53,34.6,23.7
2021-06-22 12:57:53,34.6,23.7
Average Hour 12,34.48333333333333,23.7
2021-06-22 13:07:53,34.7,23.7
2021-06-22 13:17:53,34.8,23.8
2021-06-22 13:27:53,34.8,23.8
2021-06-22 13:37:53,34.9,23.2
2021-06-22 13:47:53,34.9,23.2
2021-06-22 13:57:53,35.0,23.2
Average Hour 13,34.85,23.483333333333334
2021-06-22 14:07:53,35.0,22.6
2021-06-22 14:17:53,35.1,22.6
2021-06-22 14:27:53,35.1,22.6
2021-06-22 14:37:53,35.2,22.6
2021-06-22 14:47:53,35.2,22.6
2021-06-22 14:57:53,35.2,22.6
Average Hour 14,35.133333333333326,22.599999999999998
2021-06-22 15:07:53,35.3,22.6
2021-06-22 15:17:53,35.3,22.6
2021-06-22 15:27:53,35.3,22.6
2021-06-22 15:37:53,35.3,22.6
2021-06-22 15:47:53,35.4,22.6
2021-06-22 15:57:53,35.4,22.6
Average Hour 15,35.333333333333336,22.599999999999998
2021-06-22 16:07:53,35.4,22.6
2021-06-22 16:17:53,35.4,22.6
2021-06-22 16:27:53,35.4,22.6
2021-06-22 16:37:53,35.4,22.6
2021-06-22 16:47:53,35.4,22.6
2021-06-22 16:57:53,35.4,22.6
Average Hour 16,35.4,22.599999999999998
2021-06-22 17:07:53,35.4,22.6
2021-06-22 17:17:53,35.4,22.0
2021-06-22 17:27:53,35.4,22.6
2021-06-22 17:37:53,35.4,22.6
2021-06-22 17:47:53,35.3,22.6
2021-06-22 17:57:53,35.3,22.6
Average Hour 17,35.36666666666667,22.5
2021-06-22 18:07:53,35.3,22.6
2021-06-22 18:17:53,35.3,22.6
2021-06-22 18:27:53,35.3,22.6
2021-06-22 18:37:53,35.2,22.6
2021-06-22 18:47:53,35.2,22.6
2021-06-22 18:57:53,35.2,22.6
Average Hour 18,35.25,22.599999999999998
2021-06-22 19:07:53,35.1,22.6
2021-06-22 19:17:53,35.1,22.6
2021-06-22 19:27:53,35.0,22.6
2021-06-22 19:37:53,35.0,22.6
2021-06-22 19:47:53,35.0,22.6
2021-06-22 19:57:53,34.9,22.6
Average Hour 19,35.016666666666666,22.599999999999998
2021-06-22 20:07:53,34.8,22.6
2021-06-22 20:17:53,34.7,22.6
2021-06-22 20:27:53,34.6,22.5
2021-06-22 20:37:53,34.5,22.5
2021-06-22 20:47:53,34.5,22.5
2021-06-22 20:57:53,34.4,22.5
Average Hour 20,34.583333333333336,22.53333333333333
2021-06-22 21:07:53,34.3,22.5
2021-06-22 21:17:53,34.3,23.1
2021-06-22 21:27:53,34.2,23.7
2021-06-22 21:37:53,34.2,23.7
2021-06-22 21:47:53,34.1,23.7
2021-06-22 21:57:53,34.1,23.7
Average Hour 21,34.199999999999996,23.400000000000002
2021-06-22 22:07:53,34.1,23.7
2021-06-22 22:17:53,34.0,23.7
2021-06-22 22:27:53,34.0,23.7
2021-06-22 22:37:53,33.9,24.3
2021-06-22 22:47:53,33.9,24.3
2021-06-22 22:57:53,33.8,24.9
Average Hour 22,33.949999999999996,24.099999999999998
2021-06-22 23:07:53,33.8,24.9
2021-06-22 23:17:53,33.7,24.9
2021-06-22 23:27:53,33.7,24.9
2021-06-22 23:37:53,33.6,24.9
2021-06-22 23:47:53,33.6,24.9
2021-06-22 23:57:53,33.6,24.9
Average Hour 23,33.666666666666664,24.900000000000002
2021-06-23 00:07:53,33.5,24.9
2021-06-23 00:17:53,33.5,24.9
2021-06-23 00:27:53,33.5,24.8
2021-06-23 00:37:53,33.4,24.8
2021-06-23 00:47:53,33.4,25.4
2021-06-23 00:57:53,33.4,25.4
Average Hour 0,33.45,25.03333333333333
2021-06-23 01:07:53,33.3,25.4
2021-06-23 01:17:53,33.3,26.0
2021-06-23 01:27:53,33.3,26.0
2021-06-23 01:37:53,33.2,26.0
2021-06-23 01:47:53,33.2,26.0
2021-06-23 01:57:53,33.1,26.0
Average Hour 1,33.233333333333334,25.900000000000002
2021-06-23 02:07:53,33.1,26.0
2021-06-23 02:17:53,33.1,26.0
2021-06-23 02:27:53,33.0,26.0
2021-06-23 02:37:53,33.0,26.0
2021-06-23 02:47:53,33.0,26.0
2021-06-23 02:57:53,33.0,26.0
Average Hour 2,33.03333333333333,26.0
2021-06-23 03:07:53,32.9,26.0
2021-06-23 03:17:53,32.9,26.0
2021-06-23 03:27:53,32.8,26.0
2021-06-23 03:37:53,32.8,26.0
2021-06-23 03:47:53,32.8,26.0
2021-06-23 03:57:53,32.7,26.0
Average Hour 3,32.81666666666666,26.0
2021-06-23 04:07:53,32.6,26.0
2021-06-23 04:17:53,32.6,26.0
2021-06-23 04:27:53,32.6,26.0
2021-06-23 04:37:53,32.5,26.0
2021-06-23 04:47:53,32.5,26.0
2021-06-23 04:57:53,32.4,26.0
Average Hour 4,32.53333333333334,26.0
2021-06-23 05:07:53,32.4,25.9
2021-06-23 05:17:53,32.4,25.9
2021-06-23 05:27:53,32.3,25.9
2021-06-23 05:37:53,32.3,25.9
2021-06-23 05:47:53,32.3,25.9
2021-06-23 05:57:53,32.2,25.9
Average Hour 5,32.31666666666666,25.900000000000002
2021-06-23 06:07:53,32.3,25.9
2021-06-23 06:17:53,32.3,25.9
2021-06-23 06:27:53,32.4,25.9
2021-06-23 06:37:53,32.9,26.0
2021-06-23 06:47:53,33.3,24.8
2021-06-23 06:57:53,33.8,24.8
Average Hour 6,32.833333333333336,25.55
2021-06-23 07:07:53,34.2,24.9
2021-06-23 07:17:53,34.4,23.7
2021-06-23 07:27:53,34.6,23.7
2021-06-23 07:37:53,34.7,23.7
2021-06-23 07:47:53,34.8,23.7
2021-06-23 07:57:53,34.7,23.7
Average Hour 7,34.56666666666666,23.900000000000002
2021-06-23 08:07:53,34.7,23.1
2021-06-23 08:17:53,34.7,23.2
2021-06-23 08:27:53,34.7,23.2
2021-06-23 08:37:53,34.6,23.2
2021-06-23 08:47:53,34.6,23.8
2021-06-23 08:57:53,34.5,23.7
Average Hour 8,34.63333333333333,23.366666666666664
2021-06-23 09:07:53,34.5,23.7
2021-06-23 09:17:53,34.4,23.7
2021-06-23 09:27:53,34.4,23.7
2021-06-23 09:37:53,34.3,23.7
2021-06-23 09:47:53,34.3,23.7
2021-06-23 09:57:53,34.3,23.7
Average Hour 9,34.366666666666674,23.7
2021-06-23 10:07:53,34.3,23.7
2021-06-23 10:17:53,34.2,23.7
2021-06-23 10:27:53,34.2,23.7
2021-06-23 10:37:53,34.3,23.7
2021-06-23 10:47:53,34.3,23.7
2021-06-23 10:57:53,34.3,23.7
Average Hour 10,34.26666666666667,23.7
2021-06-23 11:07:53,34.4,23.7
2021-06-23 11:17:53,34.4,23.7
2021-06-23 11:27:53,34.5,23.7
2021-06-23 11:37:53,34.5,23.7
2021-06-23 11:47:53,34.6,23.7
2021-06-23 11:57:53,34.6,23.7
Average Hour 11,34.5,23.7
2021-06-23 12:07:53,34.6,23.7
2021-06-23 12:17:53,34.7,23.7
2021-06-23 12:27:53,34.8,23.8
2021-06-23 12:37:53,34.8,23.2
2021-06-23 12:47:53,34.9,22.6
2021-06-23 12:57:53,35.0,22.6
Average Hour 12,34.800000000000004,23.266666666666666
2021-06-23 13:07:53,35.0,22.6
2021-06-23 13:17:53,35.1,22.6
2021-06-23 13:27:53,35.1,22.6
2021-06-23 13:37:53,35.2,22.6
2021-06-23 13:47:53,35.2,22.6
2021-06-23 13:57:53,35.3,22.6
Average Hour 13,35.15,22.599999999999998
2021-06-23 14:07:53,35.3,22.6
2021-06-23 14:17:53,35.4,22.6
2021-06-23 14:27:53,35.5,22.6
2021-06-23 14:37:53,35.5,22.6
2021-06-23 14:47:53,35.5,22.6
2021-06-23 14:57:53,35.6,22.0
Average Hour 14,35.46666666666666,22.5
2021-06-23 15:07:53,35.6,22.0
2021-06-23 15:17:53,35.6,22.0
2021-06-23 15:27:53,35.7,22.0
2021-06-23 15:37:53,35.7,21.4
2021-06-23 15:47:53,35.7,21.4
2021-06-23 15:57:53,35.7,21.4
Average Hour 15,35.666666666666664,21.700000000000003
2021-06-23 16:07:53,35.7,21.4
2021-06-23 16:17:53,35.7,21.4
2021-06-23 16:27:53,35.7,21.4
2021-06-23 16:37:53,35.7,21.4
2021-06-23 16:47:53,35.8,21.4
2021-06-23 16:57:53,35.8,21.4
Average Hour 16,35.73333333333334,21.400000000000002
2021-06-23 17:07:53,35.7,21.4
2021-06-23 17:17:53,35.7,21.4
2021-06-23 17:27:53,35.7,21.4
2021-06-23 17:37:53,35.7,21.4
2021-06-23 17:47:53,35.7,21.4
2021-06-23 17:57:53,35.7,21.4
Average Hour 17,35.699999999999996,21.400000000000002
2021-06-23 18:07:53,35.6,21.4
2021-06-23 18:17:53,35.6,21.4
2021-06-23 18:27:53,35.6,21.4
2021-06-23 18:37:53,35.6,21.4
2021-06-23 18:47:53,35.5,22.0
2021-06-23 18:57:53,35.5,22.0
Average Hour 18,35.56666666666667,21.599999999999998
2021-06-23 19:07:53,35.5,22.0
2021-06-23 19:17:53,35.4,22.6
2021-06-23 19:27:53,35.4,22.6
2021-06-23 19:37:53,35.4,22.6
2021-06-23 19:47:53,35.3,22.6
2021-06-23 19:57:53,35.3,22.6
Average Hour 19,35.38333333333333,22.5
2021-06-23 20:07:53,35.2,22.6
2021-06-23 20:17:53,35.1,22.6
2021-06-23 20:27:53,35.0,22.6
2021-06-23 20:37:53,34.9,22.6
2021-06-23 20:47:53,34.9,22.6
2021-06-23 20:57:53,34.8,22.6
Average Hour 20,34.98333333333334,22.599999999999998
2021-06-23 21:07:53,34.7,22.6
2021-06-23 21:17:53,34.7,23.1
2021-06-23 21:27:53,34.6,23.7
2021-06-23 21:37:53,34.6,23.7
2021-06-23 21:47:53,34.6,23.7
2021-06-23 21:57:53,34.5,23.7
Average Hour 21,34.61666666666667,23.416666666666668
2021-06-23 22:07:53,34.5,23.7
2021-06-23 22:17:53,34.4,23.7
2021-06-23 22:27:53,34.4,23.7
2021-06-23 22:37:53,34.4,23.7
2021-06-23 22:47:53,34.3,23.7
2021-06-23 22:57:53,34.3,24.3
Average Hour 22,34.38333333333333,23.8
2021-06-23 23:07:53,34.2,24.3
2021-06-23 23:17:53,34.2,24.3
2021-06-23 23:27:53,34.1,24.9
2021-06-23 23:37:53,34.0,24.9
2021-06-23 23:47:53,34.0,24.9
2021-06-23 23:57:53,33.9,24.9
Average Hour 23,34.06666666666667,24.700000000000003
2021-06-24 00:07:53,33.9,24.9
2021-06-24 00:17:53,33.8,24.9
2021-06-24 00:27:53,33.8,24.9
2021-06-24 00:37:53,33.8,24.9
2021-06-24 00:47:53,33.7,24.9
2021-06-24 00:57:53,33.7,24.9
Average Hour 0,33.78333333333333,24.900000000000002
2021-06-24 01:07:53,33.6,24.9
2021-06-24 01:17:53,33.6,24.9
2021-06-24 01:27:53,33.5,24.9
2021-06-24 01:37:53,33.5,24.9
2021-06-24 01:47:53,33.5,24.8
2021-06-24 01:57:53,33.4,24.8
Average Hour 1,33.516666666666666,24.866666666666664
2021-06-24 02:07:53,33.4,24.8
2021-06-24 02:17:53,33.3,24.8
2021-06-24 02:27:53,33.3,24.8
2021-06-24 02:37:53,33.2,24.8
2021-06-24 02:47:53,33.2,24.8
2021-06-24 02:57:53,33.1,24.8
Average Hour 2,33.24999999999999,24.8
2021-06-24 03:07:53,33.1,24.8
2021-06-24 03:17:53,33.0,24.8
2021-06-24 03:27:53,33.0,24.8
2021-06-24 03:37:53,33.0,24.8
2021-06-24 03:47:53,33.0,24.8
2021-06-24 03:57:53,33.0,24.8
Average Hour 3,33.016666666666666,24.8
2021-06-24 04:07:53,32.9,24.8
2021-06-24 04:17:53,32.8,24.8
2021-06-24 04:27:53,32.8,24.8
2021-06-24 04:37:53,32.8,24.8
2021-06-24 04:47:53,32.7,24.8
2021-06-24 04:57:53,32.7,24.8
Average Hour 4,32.78333333333333,24.8
2021-06-24 05:07:53,32.7,24.8
2021-06-24 05:17:53,32.6,24.8
2021-06-24 05:27:53,32.5,24.8
2021-06-24 05:37:53,32.5,24.8
2021-06-24 05:47:53,32.5,24.8
2021-06-24 05:57:53,32.5,24.8
Average Hour 5,32.550000000000004,24.8
2021-06-24 06:07:53,32.4,24.8
2021-06-24 06:17:53,32.4,24.8
2021-06-24 06:27:53,32.5,24.8
2021-06-24 06:37:53,33.0,24.8
2021-06-24 06:47:53,33.6,24.8
2021-06-24 06:57:53,34.2,23.7
Average Hour 6,33.01666666666667,24.616666666666664
2021-06-24 07:07:53,34.5,23.7
2021-06-24 07:17:53,34.8,23.7
2021-06-24 07:27:53,34.9,23.1
2021-06-24 07:37:53,35.0,22.5
2021-06-24 07:47:53,35.0,22.6
2021-06-24 07:57:53,35.0,22.6
Average Hour 7,34.86666666666667,23.03333333333333
2021-06-24 08:07:53,35.0,22.6
2021-06-24 08:17:53,35.0,22.6
2021-06-24 08:27:53,34.9,22.6
2021-06-24 08:37:53,34.8,22.6
2021-06-24 08:47:53,34.8,22.6
2021-06-24 08:57:53,34.7,22.6
Average Hour 8,34.86666666666667,22.599999999999998
2021-06-24 09:07:53,34.7,22.6
2021-06-24 09:17:53,34.6,22.6
2021-06-24 09:27:53,34.6,22.6
2021-06-24 09:37:53,34.5,23.2
2021-06-24 09:47:53,34.5,23.1
2021-06-24 09:57:53,34.5,23.1
Average Hour 9,34.56666666666667,22.86666666666667
2021-06-24 10:07:53,34.5,23.7
2021-06-24 10:17:53,34.4,23.7
2021-06-24 10:27:53,34.5,23.7
2021-06-24 10:37:53,34.5,23.7
2021-06-24 10:47:53,34.5,23.7
2021-06-24 10:57:53,34.6,23.7
Average Hour 10,34.5,23.7
2021-06-24 11:07:53,34.6,23.7
2021-06-24 11:17:53,34.7,23.7
2021-06-24 11:27:53,34.8,23.7
2021-06-24 11:37:53,34.8,23.8
2021-06-24 11:47:53,34.8,23.8
2021-06-24 11:57:53,34.9,23.8
Average Hour 11,34.766666666666666,23.75
2021-06-24 12:07:53,35.0,23.2
2021-06-24 12:17:53,35.0,23.2
2021-06-24 12:27:53,35.1,22.6
2021-06-24 12:37:53,35.2,22.6
2021-06-24 12:47:53,35.2,22.6
2021-06-24 12:57:53,35.3,22.6
Average Hour 12,35.13333333333333,22.799999999999997
2021-06-24 13:07:53,35.3,22.6
2021-06-24 13:17:53,35.4,22.6
2021-06-24 13:27:53,35.5,22.6
2021-06-24 13:37:53,35.5,22.6
2021-06-24 13:47:53,35.6,22.6
2021-06-24 13:57:53,35.6,22.6
Average Hour 13,35.48333333333333,22.599999999999998
2021-06-24 14:07:53,35.7,22.6
2021-06-24 14:17:53,35.7,22.6
2021-06-24 14:27:53,35.8,22.6
2021-06-24 14:37:53,35.8,22.6
2021-06-24 14:47:53,35.9,22.6
2021-06-24 14:57:53,35.9,22.0
Average Hour 14,35.800000000000004,22.5
2021-06-24 15:07:53,35.9,22.0
2021-06-24 15:17:53,36.0,22.0
2021-06-24 15:27:53,36.0,22.0
2021-06-24 15:37:53,36.0,22.0
2021-06-24 15:47:53,36.0,21.4
2021-06-24 15:57:53,36.0,21.4
Average Hour 15,35.983333333333334,21.8
2021-06-24 16:07:53,36.0,21.4
2021-06-24 16:17:53,36.0,21.4
2021-06-24 16:27:53,36.0,21.4
2021-06-24 16:37:53,36.0,21.4
2021-06-24 16:47:53,36.0,21.4
2021-06-24 16:57:53,36.0,21.4
Average Hour 16,36.0,21.400000000000002
2021-06-24 17:07:53,36.0,21.4
2021-06-24 17:17:53,36.0,21.4
2021-06-24 17:27:53,36.0,21.4
2021-06-24 17:37:53,36.0,21.4
2021-06-24 17:47:53,36.0,21.4
2021-06-24 17:57:53,35.9,21.4
Average Hour 17,35.983333333333334,21.400000000000002
2021-06-24 18:07:53,35.9,21.4
2021-06-24 18:17:53,35.9,21.4
2021-06-24 18:27:53,35.8,21.4
2021-06-24 18:37:53,35.8,21.4
2021-06-24 18:47:53,35.8,22.0
2021-06-24 18:57:53,35.7,21.4
Average Hour 18,35.81666666666666,21.5
2021-06-24 19:07:53,35.7,22.0
2021-06-24 19:17:53,35.7,22.6
2021-06-24 19:27:53,35.6,22.0
2021-06-24 19:37:53,35.6,22.6
2021-06-24 19:47:53,35.5,22.6
2021-06-24 19:57:53,35.5,22.6
Average Hour 19,35.6,22.399999999999995
2021-06-24 20:07:53,35.4,22.6
2021-06-24 20:17:53,35.3,22.6
2021-06-24 20:27:53,35.2,22.6
2021-06-24 20:37:53,35.1,22.6
2021-06-24 20:47:53,35.0,22.6
2021-06-24 20:57:53,35.0,23.2
Average Hour 20,35.166666666666664,22.7
2021-06-24 21:07:53,34.9,23.2
2021-06-24 21:17:53,34.9,23.8
2021-06-24 21:27:53,34.8,23.8
2021-06-24 21:37:53,34.8,23.8
2021-06-24 21:47:53,34.8,23.7
2021-06-24 21:57:53,34.7,23.7
Average Hour 21,34.81666666666666,23.666666666666668
2021-06-24 22:07:53,34.7,23.7
2021-06-24 22:17:53,34.6,23.7
2021-06-24 22:27:53,34.6,23.7
